,source,text,date,retweet_count,favorite_count,id_str,time
17986,Twitter for iPhone,"“The lowest average jobs number for any President since 1951, 4.1%. Economy doing great. If the Democrats win, it is all over.” @Varneyco  @foxandfriends  I agree!",2019-04-06,14123,61031,1114519338864660480,13:24:51.000000
18026,Twitter for iPhone,"RT @GOPChairwoman: Our economy is on fire.
 
Jobs are up, unemployment is at record lows, and wages are still rising.
 
But Democrats would…",2019-04-09,14258,0,1115477223866343424,04:51:09.000000
18121,Twitter for iPhone,"The forgotten voters of the 2016 Election are now doing great. The Steel Industry is rebuilding and expanding at a pace that it hasn’t seen in decades. Our Country has one of the best Economies in many years, perhaps ever. Unemployment numbers best in 51 years. Wow!",2019-04-15,23452,97787,1117909721766174720,21:57:02.000000
18247,Twitter for iPhone,"RT @MarshaBlackburn: Here’s what #TaxReform has brought to our country: 
✅3.2 million new jobs
✅A bigger paycheck for ~90% of taxpayers
✅Lo…",2019-04-22,9734,0,1120477290650116096,23:59:38.000000
18298,Twitter for iPhone,"RT @GOPChairwoman: If Joe Biden wants to keep score:

In 8 years, Biden &amp; Obama had a net loss of 193,000 manufacturing jobs.

In just over…",2019-04-25,30780,0,1121414042441125888,14:01:57.000000
18340,Twitter for iPhone,"Sleepy Joe Biden is having his first rally in the Great State of Pennsylvania. He obviously doesn’t know that Pennsylvania is having one of the best economic years in its history, with lowest unemployment EVER, a now thriving Steel Industry (that was dead) &amp; great future!........",2019-04-29,18189,76741,1122875949933051904,14:51:03.000000
18454,Twitter for iPhone,"RT @WhiteHouse: President @realDonaldTrump is fixing American trade to bring our steel and manufacturing jobs back HOME!

https://t.co/PjD6…",2019-05-03,11983,0,1124285581905879040,12:12:25.000000
18458,Twitter for iPhone,"JOBS, JOBS, JOBS!

“Jobs surge in April, unemployment rate falls to the lowest since 1969” https://t.co/4DGpumMISf",2019-05-03,22354,82747,1124306570773450752,13:35:49.000000
18459,Twitter for iPhone,"“The U.S. Created 263,000 Jobs in April, Unemployment Fell to Lowest Level Since 1969” https://t.co/TtQy5yJDku",2019-05-03,18846,70758,1124332495217070080,15:18:50.000000
18490,Twitter for iPhone,"RT @IvankaTrump: The last time the unemployment rate was this low we were about to land for the first time on the moon! 

Happy April #Jobs…",2019-05-04,11906,0,1124720391392497664,17:00:12.000000
18494,Twitter for iPhone,"RT @DailyCaller: April Jobs Report: 263,000 Jobs Added, Unemployment At 3.6 Percent https://t.co/ham2RwREKA",2019-05-05,7902,0,1124852628872155136,01:45:40.000000
18507,Twitter for iPhone,"RT @ericbolling: Hispanic Unemployment hit a record low today! 
Here’s a clip of a big Special “AMericA” airing today 
I chatted with a gro…",2019-05-05,9700,0,1125049572429058048,14:48:15.000000
18520,Twitter for iPhone,"RT @GOPChairwoman: Our economy:

*263,000 jobs in April, beating expectations.

*5.4M jobs created since @realDonaldTrump took office.

*Un…",2019-05-05,12498,0,1125139769774702592,20:46:39.000000
18569,Twitter for iPhone,"....in 3 separate locations, creating another 450 jobs. I have been working nicely with GM to get this done. Thank you to Mary B, your GREAT Governor, and Senator Rob Portman. With all the car companies coming back, and much more, THE USA IS BOOMING!",2019-05-08,18751,98402,1126144399220662272,15:18:42.000000
18643,Twitter for iPhone,"RT @johncatsjr: Trump Economy vs Obama Economy

Manufacturing jobs created:
Trump: 470,000
Obama: -206,000

Under Obama, unemployment decli…",2019-05-11,8713,0,1127183042672504832,12:05:54.000000
18645,Twitter for iPhone,"RT @GOPChairwoman: We've added 6 MILLION jobs since @realDonaldTrump’s election, unemployment is at record lows &amp; wages are on the rise.

O…",2019-05-11,5862,0,1127183307500916736,12:06:57.000000
18692,Twitter for iPhone,"....The only problem is that they know I am going to win (best economy &amp; employment numbers in U.S. history, &amp; much more), and the deal will become far worse for them if it has to be negotiated in my second term. Would be wise for them to act now, but love collecting BIG TARIFFS!",2019-05-11,20865,99975,1127337212813742080,22:18:31.000000
18696,Twitter for iPhone,"RT @realDonaldTrump: ....The only problem is that they know I am going to win (best economy &amp; employment numbers in U.S. history, &amp; much mo…",2019-05-12,20865,0,1127418214785474560,03:40:23.000000
18701,Twitter for iPhone,"RT @VP: Under the leadership of @Potus Trump our economy is roaring. Businesses large and small have created more than 5.8 million jobs, un…",2019-05-12,8745,0,1127522331247693824,10:34:06.000000
18714,Twitter for iPhone,"RT @GOPChairwoman: Republicans and @realDonaldTrump are delivering for Americans:
 
*6M new jobs
 
*Unemployment at 3.6%, the lowest since…",2019-05-12,9134,0,1127635285246914560,18:02:57.000000
18719,Twitter for iPhone,"....employment numbers ever, low taxes &amp; regulations, a rebuilt military &amp; V.A., many great new judges, &amp; so much more. But we have had a giant SCAM perpetrated upon our nation, a Witch Hunt, a Treasonous Hoax. That is the Constitutional Crisis &amp; hopefully guilty people will pay!",2019-05-12,17190,72618,1127688824409264128,21:35:41.000000
18740,Twitter for iPhone,"RT @GOPChairwoman: Asian Americans are winning with @realDonaldTrump:
 
2.1% unemployment rate – the lowest in history!

Asian taxpayers re…",2019-05-13,8527,0,1127924930048339968,13:13:53.000000
18751,Twitter for iPhone,"Great to welcome Chairman Shin from Lotte Group to the WH. They just invested $3.1 BILLION into Louisiana-biggest investment in U.S. EVER from a South Korean company, &amp; thousands more jobs for Americans. Great partners like ROK know the U.S. economy is running stronger than ever! https://t.co/WaJxDeTuxj",2019-05-13,11904,46975,1128055686670233600,21:53:28.000000
18758,Twitter for iPhone,"Billions of Dollars, and moving jobs back to the USA where they belong. Other countries are already negotiating with us because they don’t want this to happen to them. They must be a part of USA action. This should have been done by our leaders many years ago. Enjoy!",2019-05-14,14626,70727,1128251531114033152,10:51:41.000000
18820,Twitter for iPhone,"For all of the Fake News Sunday Political Shows, whose bias &amp; dishonesty is greater than ever seen in our Country before, please inform your viewers that our Economy is setting records, with more people employed today than at any time in U.S. history, our Military, which....",2019-05-19,22726,98513,1130093128109703168,12:49:32.000000
18827,Twitter for iPhone,"With the wonderful College, University and other Graduations taking place all over the USA, there has never been a better time than now to graduate. Best jobs market ever, great housing and financing. Go out there, work hard, &amp; have a GREAT life. You deserve it. Congratulations!",2019-05-19,21597,110166,1130198627081699328,19:48:45.000000
19053,Twitter for iPhone,"....U.S. in order to avoid paying the 25% Tariff. Like Mexican companies will move back to the United States once the Tariff reaches the higher levels. They took many of our companies &amp; jobs, the foolish Pols let it happen, and now they will come back unless Mexico stops the.....",2019-06-01,14273,72951,1134921828198232064,20:37:04.000000
19076,Twitter for iPhone,"....Coyotes and Illegal Immigrants, which they can do very easily, or our many companies and jobs that have been foolishly allowed to move South of the Border, will be brought back into the United States through taxation (Tariffs). America has had enough!",2019-06-02,21613,107985,1135150118120939520,11:44:12.000000
19083,Twitter for iPhone,"Mexico is sending a big delegation to talk about the Border. Problem is, they’ve been “talking” for 25 years. We want action, not talk. They could solve the Border Crisis in one day if they so desired. Otherwise, our companies and jobs are coming back to the USA!",2019-06-02,27977,111171,1135249668751929344,18:19:47.000000
19288,Twitter for iPhone,"Announcing great, expanded HRAs—big win for small employers and workers. This is a fantastic plan! My Administration has worked very hard on creating more affordable health coverage. https://t.co/DQbUfGJc1I",2019-06-14,12897,48821,1139611973644107776,19:14:02.000000
19370,Twitter for iPhone,Wow!  The State Department said it has identified 30 Security Incidents involving current or former employees and their handling of Crooked Hillary Clinton’s Emails. @FoxNews  This is really big. Never admitted before. Highly Classified Material. Will the Dems investigate this?,2019-06-18,25397,82423,1140844412127326208,04:51:18.000000
19397,Twitter for iPhone,"Since Election Day 2016, Stocks up almost 50%, Stocks gained 9.2 Trillion Dollars in value, and more than 5,000,000 new jobs added to the Economy. @LouDobbs If our opponent had won, there would have been a market crash, plain and simple! @TuckerCarlson @seanhannity @IngrahamAngle",2019-06-20,18971,75257,1141499029727121408,00:12:31.000000
19399,Twitter for iPhone,“The President has a really good story to tell. We have unemployment lower than we’ve seen in decades. We have people who stopped looking for work coming back into the labor force. We are in a record growth period.” Michael Steel @MSNBC (do you believe?),2019-06-20,15349,71212,1141710851617034240,14:14:13.000000
19432,Twitter for iPhone,"When our Country had no debt and built everything from Highways to the Military with CASH, we had a big system of Tariffs. Now we allow other countries to steal our wealth, treasure, and jobs - But no more! The USA is doing great, with unlimited upside into the future!",2019-06-23,32489,144498,1142806204898582528,14:46:46.000000
19485,Twitter for iPhone,"Women’s soccer player, @meganrapino, just stated that she is “not going to the F...ing White House if we win.” Other than the NBA, which now refuses to call owners, owners (please explain that I just got Criminal Justice Reform passed, Black unemployment is at the lowest level...",2019-06-26,2304,9565,1143888628562714624,14:27:56.000000
19488,Twitter for iPhone,"Women’s soccer player, @mPinoe, just stated that she is “not going to the F...ing White House if we win.” Other than the NBA, which now refuses to call owners, owners (please explain that I just got Criminal Justice Reform passed, Black unemployment is at the lowest level...",2019-06-26,21047,117381,1143892326286266368,14:42:37.000000
19642,Twitter for iPhone,"Strong jobs report, low inflation, and other countries around the world doing anything possible to take advantage of the United States, knowing that our Federal Reserve doesn’t have a clue! They raised rates too soon, too often, &amp; tightened, while others did just the opposite....",2019-07-06,19925,105345,1147345545704431616,03:24:29.000000
19662,Twitter for iPhone,"RT @WhiteHouseCEA: Read more about the jobs numbers out today: 
https://t.co/RYxmJYJawi",2019-07-07,5691,0,1147944003985379328,19:02:32.000000
19698,Twitter for iPhone,"RT @RepMarkMeadows: This was amazing news from over the weekend — 224,000 jobs created in June, blowing away expectations of 160,000 jobs!…",2019-07-09,10607,0,1148602405342330880,14:38:48.000000
19710,Twitter for iPhone,"“Our company has grown, since Trump has taken control of the White House &amp; the Presidency, in the sense that we have better opportunities now to do what we’ve been wanting to do for quite some time, and that is to create manufacturing jobs. I believe that President Trump has.....",2019-07-10,16141,80483,1148951075778682880,13:44:17.000000
19734,Twitter for iPhone,"“Nearly one million more blacks and two million more Hispanics are employed than when Barrack Obama left office, and minorities account for more than half of all new jobs created during the Trump Presidency. Unemployment among black women has hovered near 5% for the last six.....",2019-07-11,15160,63782,1149282144411377664,11:39:50.000000
19737,Twitter for iPhone,"....the number of people who are no longer looking for jobs but who are now seeing the opportunity for job growth, you’ve got to give the President an A Plus for that.”  Thank you Robert, one of our great business leaders!",2019-07-11,10766,55041,1149282695064805376,11:42:01.000000
19768,Twitter for iPhone,"RT @PAChamber: Trade with Canada and Mexico supports more than 12 million American jobs in every state in the Union. In fact, 49 U.S. state…",2019-07-12,4246,0,1149520407092875264,03:26:36.000000
19893,Twitter for iPhone,"....Detention facilities are not Concentration Camps! America has never been stronger than it is now – rebuilt Military, highest Stock Market EVER, lowest unemployment and more people working than ever before. Keep America Great!",2019-07-15,30848,159282,1150874784642867200,21:08:25.000000
19943,Twitter for iPhone,"....State which I will win in #2020 because they can’t stand her and her hatred of our Country, and they appreciate all that I have done for them (opening up mining and MUCH more) which has led to the best employment &amp; economic year in Minnesota’s long and beautiful history!",2019-07-19,1562,6049,1152187923908976640,12:06:22.000000
19946,Twitter for iPhone,"....State which I will win in #2020 because they can’t stand her and her hatred of our Country, and they appreciate all that I have done for them (opening up mining and MUCH more) which has led to the best employment &amp; economic year in Minnesota’s long and beautiful history!",2019-07-19,15304,79726,1152190440692756480,12:16:22.000000
19983,Twitter for iPhone,RT @RepRatcliffe: Great news for Texas in June's unemployment rates report. https://t.co/WZ7JuOiaIu,2019-07-20,5972,0,1152712138131148800,22:49:24.000000
19990,Twitter for iPhone,RT @danielledsouzag: The unemployment rate for women is the lowest it’s been in 50 years under the Trump Administration. Discussing Women f…,2019-07-20,8698,0,1152715481901621248,23:02:41.000000
20093,Twitter for iPhone,"President Trump’s Approval Rating on Economy is at 52%, a 4 point jump. Fox Poll @foxandfriends  Shouldn’t this be at 100%? Best stock market, economy and unemployment numbers ever! Most people working within U.S. ever! Low interest rates, very low inflation! Country doing great!",2019-07-25,18465,84561,1154362522830614528,12:07:27.000000
20147,Twitter for iPhone,"....a look, the facts speak far louder than words! The Democrats always play the Race Card, when in fact they have done so little for our Nation’s great African American people. Now, lowest unemployment in U.S. history, and only getting better. Elijah Cummings has failed badly!",2019-07-28,30118,147482,1155439940618129408,11:28:43.000000
20150,Twitter for iPhone,"RT @KTHopkins: Trump: Baltimore is a violent place. 

(Highest homicide rate in USA /  @BaltimorePolice civilian employee assaulted in stre…",2019-07-28,15977,0,1155543119691206656,18:18:43.000000
20153,Twitter for iPhone,"Under the Trump Administration, African American unemployment is the lowest (best) in the history of the United States. No President has come close to doing this before! I also created successful Opportunity Zones. Waiting for Nancy and Elijah to say, “Thank you, Mr. President!”",2019-07-28,28188,126815,1155562212032991232,19:34:35.000000
20182,Twitter for iPhone,"“I don’t know what it’s going to take. A lot of Democratic run cities all over America look like this, it’s not just Baltimore, unfortunately.” Kimberly Klacik, Baltimore journalist  Remember, Vote for Trump, what the h.... do you have to lose? Best unemployment numbers!",2019-07-30,25578,107791,1156033183697080320,02:46:03.000000
20191,Twitter for iPhone,"China has lost 5 million jobs and two million manufacturing jobs due to the Trump Tariffs. Trumps got China back on its heels, and the United States is doing great. @AndyPuzder @MariaBartiromo",2019-07-30,14539,60853,1156182666871549952,12:40:03.000000
20230,Twitter for iPhone,"The people on the stage tonight, and last, were not those that will either Make America Great Again or Keep America Great! Our Country now is breaking records in almost every category, from Stock Market to Military to Unemployment. We have prosperity &amp; success like never before..",2019-08-01,28747,144987,1156777889100173312,04:05:15.000000
20267,Twitter for iPhone,"RT @cvpayne: While the media is fixated on tweets and fear mongering here's are some employment stats for Black American in July.
284,000 r…",2019-08-03,14821,0,1157753771478462464,20:43:03.000000
20287,Twitter for iPhone,"....used currency manipulation to steal our businesses and factories, hurt our jobs, depress our workers’ wages and harm our farmers’ prices. Not anymore!",2019-08-05,15040,82527,1158407059496460288,15:58:59.000000
20296,Twitter for iPhone,"“It’s political season and the election is around the corner. They want to continue to push that racist narrative.” @ainsleyearhardt @foxandfriends  And I am the least racist person. Black, Hispanic and Asian Unemployment is the lowest (BEST) in the history of the United States!",2019-08-06,17487,71614,1158693498566131712,10:57:12.000000
20337,Twitter for iPhone,"Just watched a world class loser, Tim O’Brien, who I haven’t seen or spoken to in many years, &amp; knows NOTHING about me except that he wrote a failed hit piece book about me 15 years ago. Fired like a dog from other jobs? Saw him on Lyin’ Brian Williams Trump Slam Show. Bad TV....",2019-08-08,19724,111272,1159318329506574336,04:20:03.000000
20448,Twitter for iPhone,"We are winning, big time, against China. Companies &amp; jobs are fleeing. Prices to us have not gone up, and in some cases, have come down. China is not our problem, though Hong Kong is not helping. Our problem is with the Fed. Raised too much &amp; too fast. Now too slow to cut....",2019-08-14,18897,85916,1161719408202584064,19:21:05.000000
20455,Twitter for iPhone,"..deferral to December. It actually helps China more than us, but will be reciprocated. Millions of jobs are being lost in China to other non-Tariffed countries. Thousands of companies are leaving. Of course China wants to make a deal. Let them work humanely with Hong Kong first!",2019-08-14,17069,86076,1161767691646115840,22:32:56.000000
20475,Twitter for iPhone,"RT @realDonaldTrump: ..deferral to December. It actually helps China more than us, but will be reciprocated. Millions of jobs are being los…",2019-08-15,17035,0,1162000838765830144,13:59:23.000000
20498,Twitter for iPhone,"RT @WhiteHouse: In September 2018, the unemployment rate in New Hampshire reached its LOWEST POINT since 1988 at 2.4—and remained there for…",2019-08-16,6867,0,1162344325881221120,12:44:17.000000
20559,Twitter for iPhone,"Our economy is the best in the world, by far. Lowest unemployment ever within almost all categories. Poised for big growth after trade deals are completed. Import prices down, China eating Tariffs. Helping targeted Farmers from big Tariff money coming in. Great future for USA!",2019-08-18,18612,77659,1163169730477395968,19:24:09.000000
20591,Twitter for iPhone,"RT @VP: Under @POTUS’ leadership, the auto  industry is roaring back in MI! This year alone, GM announced it will add 400 jobs, Ford has an…",2019-08-20,6871,0,1163802003434291200,13:16:34.000000
20598,Twitter for iPhone,"RT @VP: Since election day, businesses large and small have created more than 6.2 MILLION jobs and the unemployment rate is at a 50-year lo…",2019-08-20,5192,0,1163808532854202368,13:42:31.000000
20606,Twitter for iPhone,Just another disgruntled former employee who got fired for gross incompetence! https://t.co/63VhfqQwhx,2019-08-20,12622,53182,1163811579785170944,13:54:37.000000
20607,Twitter for iPhone,"RT @GOPChairwoman: Since @realDonaldTrump was elected:

*6M+ new jobs, over half for women

*500K manufacturing jobs created

*Record-low u…",2019-08-20,11219,0,1163811627088527360,13:54:49.000000
20636,Twitter for iPhone,"“Tax cuts, deregulation, and an Administration dedicated to growing business have allowed the U.S. economy to flourish. The resulting surge in job creation and record low unemployment has put the American worker in the driver’s seat.“ @SecretaryRoss https://t.co/nN2bhDycq5",2019-08-21,13743,51989,1164291681685872640,21:42:23.000000
20663,Twitter for iPhone,"RT @VP: Under the #USMCA Utah will have more jobs, more opportunity, and more prosperity. Congress needs to pass the #USMCA for the people…",2019-08-23,4092,0,1164744918302175232,03:43:23.000000
20762,Twitter for iPhone,RT @JudicialWatch: JW announced it received records of 14 referrals of FBI employees to the organization’s Office of Professional Responsib…,2019-08-25,8134,0,1165760185689731072,22:57:41.000000
20868,Twitter for iPhone,"RT @JimInhofe: Proud @AmericanAir announced they're bringing more than 400 jobs to Tulsa. As a pilot myself, I know how vital maintenance t…",2019-08-31,2785,0,1167767578854473728,11:54:21.000000
20962,Twitter for iPhone,"....and watched. NAFTA is the worst Trade Deal ever made - terrible for labor - and Richard let it stand. No wonder unions are losing so much. The workers will vote for me in 2020 (lowest unemployment, most jobs ever), and should stop paying exorbitant $Dues, not worth it!",2019-09-02,11416,53939,1168490496857128960,11:46:58.000000
20964,Twitter for iPhone,“The last three years of Trump policy have finally brought real hope and real change. Unemployment this year hit a 50 year low. With President Trump we’ve seen the lowest EVER African American and Hispanic unemployment. The booming Trump Economy has pushed up workers wages....,2019-09-02,13847,63201,1168493185758355456,11:57:39.000000
20991,Twitter for iPhone,"We are doing very well in our negotiations with China. While I am sure they would love to be dealing with a new administration so they could continue their practice of “ripoff USA”($600 B/year),16 months PLUS is a long time to be hemorrhaging jobs and companies on a long-shot....",2019-09-03,16784,80037,1168874291376656384,13:12:02.000000
20992,Twitter for iPhone,"....And then, think what happens to China when I win. Deal would get MUCH TOUGHER! In the meantime, China’s Supply Chain will crumble and businesses, jobs and money will be gone!",2019-09-03,12795,61736,1168874292626501632,13:12:02.000000
21101,Twitter for iPhone,"RT @WhiteHouseCEA: New from @BLS_gov - in August, the #unemployment rate remained at 3.7%, and has been under 4% for 18 consecutive months,…",2019-09-07,5244,0,1170425232861085696,19:54:55.000000
21168,Twitter for iPhone,"RT @IvankaTrump: The Alabama Success story:

Since the Trump election..

👍🏻The unemployment rate has fallen 2.5% and reached an all time lo…",2019-09-10,10238,0,1171403455870771200,12:42:02.000000
21174,Twitter for iPhone,"RT @IvankaTrump: In August, the African American unemployment rate fell to a historic low of 5.5 %. 
African American women are benefiting…",2019-09-10,6659,0,1171404220781793280,12:45:04.000000
21252,Twitter for iPhone,"How do you impeach a President who has helped create perhaps the greatest economy in the history of our Country? All time best unemployment numbers, especially for Blacks, Hispanics, Asians &amp; Women. More people working today than ever before. Rebuilt Military &amp; Choice for Vets...",2019-09-13,24286,109714,1172494648226525184,12:58:02.000000
21362,Twitter for iPhone,"RT @PressSec: Heading to sunny California today! Since President @realDonaldTrump’s election, 870,000 jobs have been ADDED and the unemploy…",2019-09-18,5157,0,1174289019804377088,11:48:14.000000
21384,Twitter for iPhone,RT @StewardshipAmer: President @realDonaldTrump has delivered the lowest black unemployment ever; 8000+ urban revitalization enterprise zon…,2019-09-18,10959,0,1174381593693044736,17:56:05.000000
21401,Twitter for iPhone,"RT @SteveHiltonx: 'when President Trump took office, 1.9m more unemployed than job openings'

'now: 1.2m more job openings than unemployed'…",2019-09-20,9179,0,1174869702117613568,02:15:39.000000
21707,Twitter for iPhone,Navistar will be building a new 250 MILLION DOLLAR truck factory in San Antonio with 600 new jobs. Congratulations San Antonio and Texas! America makes the GREATEST trucks in the world! https://t.co/kp4FICFLcf,2019-09-30,19631,73627,1178745297830326272,18:55:53.000000
21708,Twitter for iPhone,Great news! @Apple announced that it is building its new Mac Pro in Texas. This means hundreds of American jobs in Austin and for suppliers across the Country. Congratulations to the Apple team and their workers! https://t.co/FMrWFq9wcz,2019-09-30,19967,78764,1178747450120708096,19:04:26.000000
21709,Twitter for iPhone,"BIG NEWS by @Hyundai, @Kia, and @Aptiv on a 4 BILLION DOLLAR joint venture to develop autonomous driving technologies in the USA. That’s a lot of $$ and JOBS! Great jobs coming back to America!!",2019-09-30,19070,73141,1178748369709256704,19:08:06.000000
21718,Twitter for iPhone,RT @realDonaldTrump: Navistar will be building a new 250 MILLION DOLLAR truck factory in San Antonio with 600 new jobs. Congratulations San…,2019-10-01,19631,0,1178972013416898560,09:56:46.000000
21719,Twitter for iPhone,RT @realDonaldTrump: Great news! @Apple announced that it is building its new Mac Pro in Texas. This means hundreds of American jobs in Aus…,2019-10-01,19967,0,1178974732772925440,10:07:35.000000
21769,Twitter for iPhone,"RT @IvankaTrump: The Texas Success Story...
Since the election:
⭐️ Employment ⬆️ by 6.4% = 774,000 NEW jobs   
⭐️Manufacturing employment…",2019-10-03,12672,0,1179594584868999168,03:10:39.000000
21827,Twitter for iPhone,"Breaking News: Unemployment Rate, at 3.5%, drops to a 50 YEAR LOW. Wow America, lets impeach your President (even though he did nothing wrong!).",2019-10-04,38264,168564,1180102056411095040,12:47:10.000000
21906,Twitter for iPhone,"RT @GOPChairwoman: Don’t miss out on the latest “Bombshell Report"" about @realDonaldTrump.

Unemployment for Hispanic and African-Americans…",2019-10-06,8930,0,1180835655099834368,13:22:13.000000
21933,Twitter for iPhone,"Unemployment Rate just dropped to 3.5%, the lowest in more that 50 years. Is that an impeachable event for your President?",2019-10-06,34491,176828,1180990908000559104,23:39:08.000000
22016,Twitter for iPhone,"RT @senatemajldr: The USMCA would create 176,000 jobs for American workers and generate $68 billion in wealth for America. House Democrats…",2019-10-09,13341,0,1181750932444520448,01:59:12.000000
22099,Twitter for iPhone,"RT @WhiteHouse: ✅ Median household income is at a record high
✅ The average household saw a $1400 tax cut
✅ Unemployment has fallen to 3.5%…",2019-10-11,7539,0,1182680500760170496,15:32:59.000000
22115,Twitter for iPhone,"RT @WhiteHouse: ✔ 13,000 new construction jobs
✔ 3,000 new manufacturing jobs
✔ Jobless rate down from 4% to 3.3%

Minnesotans are winning…",2019-10-11,6395,0,1182682861859692544,15:42:22.000000
22136,Twitter for iPhone,"Just landed in Louisiana! Vote against John Bel Edwards, he has the worst jobs record in the United States. Louisiana will do much better by electing a REPUBLICAN. See everyone soon! @LAGOP https://t.co/V1rVXEEuso",2019-10-11,12914,48967,1182807013719531520,23:55:42.000000
22142,Twitter for iPhone,"RT @realDonaldTrump: Just landed in Louisiana! Vote against John Bel Edwards, he has the worst jobs record in the United States. Louisiana…",2019-10-12,9239,0,1182847457396310016,02:36:24.000000
22274,Twitter for iPhone,"RT @senatemajldr: Speaker Pelosi is still blocking the USMCA, a major trade deal that would create 176,000 new American jobs. Senate Democr…",2019-10-17,14447,0,1184690846580523008,04:41:22.000000
22398,Twitter for iPhone,"RT @SecretaryRoss: Since the election of President Trump, the U.S. has added 6.4 million jobs, including 500,000 in the #manufacturing sect…",2019-10-21,10342,0,1186098803163697152,01:56:05.000000
22538,Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: African American youth unemployment recently reached the lowest level EVER https://t.co/fPICfbVx…,2019-10-25,5212,0,1187831276352368640,20:40:19.000000
22582,Twitter for iPhone,"....greatly help the African American community (and all other communities), and which was unable to get done in past administrations despite a tremendous desire for it. This and best unemployment numbers EVER is more than Kamala will EVER be able to do for African Americans!",2019-10-26,17108,73565,1188067369501052928,12:18:28.000000
22588,Twitter for iPhone,"....Our Republican candidate @EddieRispone is a successful conservative businessman who will stand with me to create jobs and protect your Second Amendment. GET OUT AND VOTE for Eddie, the next Governor of the GREAT State of Louisiana!",2019-10-26,14770,53747,1188187872114946048,20:17:18.000000
22600,Twitter for iPhone,"The S&amp;P just hit an ALL TIME HIGH. This is a big win for jobs, 401-K’s, and, frankly, EVERYONE! Our Country is doing great. Even killed long sought ISIS murderer, Al-Baghdadi. We are stronger than ever before, with GREAT upward potential. Enjoy!",2019-10-28,31731,144681,1188813055108374528,13:41:34.000000
22756,Twitter for iPhone,"....Our Republican candidate @EddieRispone is a successful conservative businessman who will stand with me to create jobs and protect your Second Amendment. GET OUT AND VOTE for Eddie, the next Governor of the GREAT State of Louisiana!",2019-11-01,11752,41990,1190269335224430592,14:08:18.000000
22759,Twitter for iPhone,"....in New York, and another reason they are leaving. Taxes and energy costs are way too high, Upstate is being allowed to die as other nearby states frack &amp; drill for Gold (oil) while reducing taxes &amp; creating jobs by the thousands. NYC is getting dirty &amp; unsafe again, as",2019-11-01,464,1555,1190373502416752640,21:02:13.000000
22763,Twitter for iPhone,"....in New York, and another reason they are leaving. Taxes and energy costs are way too high, Upstate is being allowed to die as other nearby states frack &amp; drill for Gold (oil) while reducing taxes &amp; creating jobs by the thousands. NYC is getting dirty &amp; unsafe again, as....",2019-11-01,6662,25397,1190375830247104512,21:11:28.000000
22827,Twitter for iPhone,"Virginia has the best Unemployment and Economic numbers in the history of the State. If the Democrats get in, those numbers will go rapidly in the other direction. On Tuesday, Vote Republican!",2019-11-03,19751,76811,1191088472997744640,20:23:15.000000
22842,Twitter for iPhone,"RT @marklevinshow: Under Trump, black unemployment is lowest in history.  No doubt, Democrats will shout racism. https://t.co/5UXA3KLe5P",2019-11-04,8101,0,1191203384822505472,03:59:53.000000
22843,Twitter for iPhone,"RT @marklevinshow: Elizabeth Warren would destroy jobs and the middle class.  If elected she must be impeached. 
https://t.co/kExZZ8HYuY",2019-11-04,14731,0,1191203427621253120,04:00:03.000000
22891,Twitter for iPhone,"RT @realDonaldTrump: Virginia has the best Unemployment and Economic numbers in the history of the State. If the Democrats get in, those nu…",2019-11-05,19706,0,1191694592950906880,12:31:46.000000
22987,Twitter for iPhone,"RT @Varneyco: STU: ""Look what we have now! A growing #economy, full #employment, rapidly rising #wages, #stockmarket record highs! How do y…",2019-11-09,4576,0,1193136819740794880,12:02:39.000000
22989,Twitter for iPhone,"RT @Varneyco: STU: ""As we start the new week, look beneath the #impeachment headlines, and you'll see a full #employment economy that's muc…",2019-11-09,5329,0,1193137158829301760,12:04:00.000000
23031,Twitter for iPhone,"Will be meeting with representatives of the Vaping industry, together with medical professionals and individual state representatives, to come up with an acceptable solution to the Vaping and E-cigarette dilemma. Children’s health &amp; safety, together with jobs, will be a focus!",2019-11-11,13378,62244,1193891291953807360,14:00:40.000000
23120,Twitter for iPhone,"Hit New Stock Market record again yesterday, the 20th time this year, with GREAT potential for the future. USA is where the action is. Companies and jobs are coming back like never before!",2019-11-14,21927,97848,1194974293911887872,13:44:07.000000
23136,Twitter for iPhone,"This Saturday, the eyes of history are looking at the people of Louisiana. If you want to defend your values, your jobs, and your freedom, then you need to REPLACE Radical Liberal John Bel Edwards with a true Louisiana Patriot: @EddieRispone! #GeauxVote https://t.co/odAuD5DFPB",2019-11-15,18380,66349,1195187992270270464,03:53:17.000000
23151,Twitter for iPhone,"Stock Market up big. New and Historic Record. Job, jobs, jobs!",2019-11-15,21321,109320,1195379578358960128,16:34:35.000000
23260,Twitter for iPhone,Today I opened a major Apple Manufacturing plant in Texas that will bring high paying jobs back to America. Today Nancy Pelosi closed Congress because she doesn’t care about American Workers!,2019-11-20,33500,135130,1197293250115014656,23:18:50.000000
23369,Twitter for iPhone,Robert Johnson knows business &amp; politics. He also understands lowest African American Unemployment in U.S. history! https://t.co/NalNOFG53T,2019-11-30,11429,42449,1200919246714425344,23:27:15.000000
